title,id,authors,concepts
SESAM $Q$ -Switched Ho3+-Doped ZBLAN Fiber Laser at 1190 nm,https://openalex.org/W2601297463,"Yuchen Wang,Xiushan Zhu,Robert A. Norwood,N. Peyghambarian","Repetition (rhetorical device),Fiber laser,Laser,Physics,Power (physics),Doping,Materials science,Optoelectronics,Optics,Philosophy,Thermodynamics,Linguistics"
General description and understanding of the nonlinear dynamics of mode-locked fiber lasers,https://openalex.org/W2607856553,"Bin Li,Xiushan Zhu,Robert A. Norwood,N. Peyghambarian","Multistability,Nonlinear system,Computer science,Attractor,Curse of dimensionality,Complex system,Fiber laser,Reductionism,Laser,Mode (computer interface),Statistical physics,Physics,Artificial intelligence,Optics,Mathematics,Quantum mechanics,Mathematical analysis,Philosophy,Epistemology,Operating system"
Compact CNT Mode-locked Ho<formula> <tex>$^{3+}$</tex> </formula>-doped Fluoride Fiber Laser at 1.2 μm,https://openalex.org/W2769211325,"Junfeng Wang,Xiushan Zhu,Yongzhong Ma,Yuchen Wang,Meiping Tong,Robert A. Norwood,N. Peyghambarian","Materials science,Fiber laser,Autocorrelator,Laser,Mode-locking,ZBLAN,Optics,Optoelectronics,Fluoride,Pulse duration,Dispersion-shifted fiber,Fiber,Wavelength,Fiber optic sensor,Physics,Inorganic chemistry,Chemistry,Composite material"
Diode-pumped CNT Mode-locked Ho3+-doped Fluoride Fiber Laser at 1.2 μm,https://openalex.org/W2612991246,"Junfeng Wang,Xiushan Zhu,Yongzhong Ma,Robert A. Norwood,N. Peyghambarian","Materials science,Fiber laser,Fluoride,Holmium,Diode,Laser,Doping,Optoelectronics,Mode-locking,Carbon nanotube,Saturable absorption,Optics,Nanotechnology,Inorganic chemistry,Chemistry,Wavelength,Physics"
Investigation of double-clad Yb3+-doped phosphate fiber for 976 nm single-frequency laser amplification,https://openalex.org/W2613584386,"Jingwei Wu,Xiushan Zhu,Leonid V. Kotov,Robert A. Norwood,N. Peyghambarian","Materials science,Ytterbium,Fiber laser,Optical amplifier,Optics,Laser,Optoelectronics,Amplifier,Phosphate glass,Laser power scaling,Fiber,Dispersion-shifted fiber,Optical fiber,Doping,Fiber optic sensor,Physics,Wavelength,CMOS,Composite material"
Impact of Irrigation over the California Central Valley on Regional Climate,https://openalex.org/W2591087223,"Zhao Yang,Xubin Zeng,Hoshin Gupta","Environmental science,Precipitation,Weather Research and Forecasting Model,Irrigation,Climatology,Structural basin,Latent heat,Hydrology (agriculture),Climate model,Hydrometeorology,Convection,Humidity,Convective available potential energy,Climate change,Meteorology,Geology,Geography,Ecology,Oceanography,Geotechnical engineering,Biology,Paleontology"
A Hydrometeorological Perspective on the Karakoram Anomaly Using Unique Valley‐Based Synoptic Weather Observations,https://openalex.org/W2762131330,"Furrukh Bashir,Xubin Zeng,H. V. Gupta,P. Hazenberg","Hydrometeorology,Anomaly (physics),Climatology,Geology,Perspective (graphical),Meteorology,Precipitation,Geography,Physics,Condensed matter physics,Artificial intelligence,Computer science"
A New Snow Density Parameterization for Land Data Initialization,https://openalex.org/W2546902198,"Nicholas Dawson,P. D. Broxton,Xubin Zeng","Snowpack,Snow,Initialization,Environmental science,Meteorology,Water equivalent,Climatology,Atmospheric sciences,Computer science,Geology,Geography,Programming language"
Evaluation of Greenland near surface air temperature datasets,https://openalex.org/W2562231384,"J. E. Jack Reeves Eyre,Xubin Zeng","Climatology,Surface air temperature,Greenland ice sheet,Environmental science,Satellite,Ice sheet,Meteorology,Geology,Geography,Precipitation,Geomorphology,Aerospace engineering,Engineering"
Relationships between giant sea salt particles and clouds inferred from aircraft physicochemical data,https://openalex.org/W2592947167,"Hossein Dadashazar,Zhen Wang,Michael A. Brunke,Xubin Zeng,Armin Sorooshian","Cloud condensation nuclei,Liquid water content,Sea salt,Chloride,Cloud base,Drop (telecommunication),Sea salt aerosol,Seawater,Mixing ratio,Precipitation,Environmental science,Atmospheric sciences,Effective radius,Cloud computing,Mineralogy,Meteorology,Chemistry,Aerosol,Geology,Physics,Oceanography,Telecommunications,Organic chemistry,Quantum mechanics,Galaxy,Computer science,Operating system"
Development of the Regional Arctic System Model (RASM): Near-Surface Atmospheric Climate Sensitivity,https://openalex.org/W2605719525,"Michael A. Brunke,Xubin Zeng","Environmental science,Climatology,Radiative transfer,Climate model,Atmosphere (unit),Arctic,Atmospheric sciences,Precipitation,Climate sensitivity,Sea ice,Atmospheric model,Radiative cooling,Sea surface temperature,Climate change,Meteorology,Geology,Geography,Oceanography,Physics,Quantum mechanics"
CO<sub>2</sub>diffusion into pore spaces limits weathering rate of an experimental basalt landscape,https://openalex.org/W2582011432,"Joost van Haren,Katerina Dontsova,Greg A. Barron‐Gafford,P. A. Troch,Jon Chorover,Stephen B. DeLong,David D. Breshears,Travis E. Huxman,Jon D. Pelletier,S. R. Saleska,Xubin Zeng,Joaquin Ruíz","Archaeology,Environmental ethics,History,Geology,Library science,Philosophy,Computer science"
The Impact of a Low Bias in Snow Water Equivalent Initialization on CFS Seasonal Forecasts,https://openalex.org/W2742046973,"P. D. Broxton,Xubin Zeng,Nicholas Dawson","Snowpack,Climatology,Environmental science,Snow,Snowmelt,Northern Hemisphere,Initialization,Atmospheric sciences,Meteorology,Geography,Geology,Computer science,Programming language"
Impacts of internal climate variability on meteorological drought changes in China,https://openalex.org/W2756808483,Xubin Zeng,"Climatology,Forcing (mathematics),Environmental science,Precipitation,Global warming,Climate model,Greenhouse gas,China,Climate change,Atmospheric sciences,Meteorology,Geography,Ecology,Geology,Biology,Archaeology"
Development of a 0.5 deg Global Monthly Raining Day Dataset from 1901-2010,https://openalex.org/W2791345017,Xubin Zeng,"Meteorology,History,Geography"
"Development of a Daily Gridded 4 km Snow (Water Equivalent, Depth, and Fractional Coverage) Product over U.S. from 1981-2015",https://openalex.org/W2802312990,Xubin Zeng,"Snow,Water equivalent,Product (mathematics),Climatology,Meteorology,Environmental science,Geology,Atmospheric sciences,Mathematics,Geography,Geometry"
Laser-Capture Microdissection of Maize Kernel Compartments for RNA-Seq-Based Expression Analysis,https://openalex.org/W2759302406,"Shanshan Zhang,Dhiraj Thakare,Ramin Yadegari","Laser capture microdissection,Endosperm,RNA-Seq,Computational biology,RNA,Biology,Transcriptome,Profiling (computer programming),Computer science,Gene expression,Gene,Genetics,Operating system"
Low power real-time data acquisition using compressive sensing,https://openalex.org/W2616085982,"Linda S. Powers,Yiming Zhang,Kemeng Chen,Huiqing Pan,Wo Tak Wu,Peter W. Hall,Jerrie V. Fairbanks,Radik Nasibulin,Janet Roveda","Computer science,Compressed sensing,Data acquisition,Digitization,Data compression,CMOS,Computer hardware,Power (physics),Sampling (signal processing),Feature (linguistics),Computation,Real-time computing,Electronic engineering,Algorithm,Telecommunications,Linguistics,Philosophy,Physics,Quantum mechanics,Detector,Engineering,Operating system"
Modeling the Evolution of Users’ Preferences and Social Links in Social Networking Services,https://openalex.org/W2587290924,Yong Ge,"Computer science,World Wide Web,Social computing,Internet privacy,Data science,Social media"
P2P Lending Survey,https://openalex.org/W2738900953,Yong Ge,"Computer science,Perspective (graphical),Data science,Mainstream,Database transaction,Field (mathematics),The Internet,Transaction data,Taxonomy (biology),World Wide Web,Knowledge management,Database,Artificial intelligence,Political science,Botany,Mathematics,Pure mathematics,Law,Biology"
Prospecting the Career Development of Talents,https://openalex.org/W2743064457,Yong Ge,"Ranking (information retrieval),Task (project management),Baseline (sea),Computer science,Competition (biology),Big data,Interval (graph theory),Career development,Field (mathematics),Artificial intelligence,Machine learning,Psychology,Data mining,Engineering,Mathematics,Ecology,Social psychology,Oceanography,Systems engineering,Combinatorics,Biology,Geology,Pure mathematics"
Discrete Content-aware Matrix Factorization,https://openalex.org/W2742528903,Yong Ge,"Computer science,Hamming space,Matrix decomposition,Regularization (linguistics),Collaborative filtering,Task (project management),Hamming distance,Sparse matrix,Binary number,Hamming code,Recommender system,Machine learning,Theoretical computer science,Information retrieval,Data mining,Artificial intelligence,Algorithm,Mathematics,Decoding methods,Eigenvalues and eigenvectors,Physics,Quantum mechanics,Management,Arithmetic,Economics,Gaussian,Block code"
A Context-aware Attention Network for Interactive Question Answering,https://openalex.org/W3103706239,Yong Ge,"Computer science,Question answering,Attention network,Context (archaeology),Sentence,Statement (logic),Artificial intelligence,Word (group theory),Sequence (biology),Encoder,Sequence labeling,Context model,Natural language processing,Machine learning,Information retrieval,Task (project management),Object (grammar),Political science,Law,Paleontology,Linguistics,Philosophy,Genetics,Management,Economics,Biology,Operating system"
User Vitality Ranking and Prediction in Social Networking Services: A Dynamic Network Perspective,https://openalex.org/W2590723015,Yong Ge,"Vitality,Ranking (information retrieval),Computer science,Perspective (graphical),Social network (sociolinguistics),Rank (graph theory),Microblogging,Learning to rank,Social network analysis,Social media,World Wide Web,Information retrieval,Artificial intelligence,Mathematics,Philosophy,Theology,Combinatorics"
Exploring the Emerging Type of Comment for Online Videos,https://openalex.org/W2749929993,Yong Ge,"Scrolling,Computer science,Herding,Function (biology),Multimedia,Online video,World Wide Web,Artificial intelligence,Evolutionary biology,Forestry,Biology,Geography"
Tracking the Dynamics in Crowdfunding,https://openalex.org/W2745271439,Yong Ge,"Dynamics (music),Computer science,Process (computing),Tracking (education),The Internet,Baseline (sea),Business,World Wide Web,Political science,Pedagogy,Physics,Acoustics,Psychology,Law,Operating system"
A Proactive Workflow Model for Healthcare Operation and Management,https://openalex.org/W2550756263,Yong Ge,"Workflow,Computer science,Interpretability,Workflow management system,Workflow technology,Workflow engine,Data mining,Data science,XPDL,Data modeling,Database,Artificial intelligence"
The impact of rating system design on opinion sharing,https://openalex.org/W2769554803,"Ying Liu,Pei-Yu Sharon Chen,Yong Ge","Computer science,Rating system,Environmental economics,Economics"
Mobile Route Recommendations for Intelligent Transportation Services,https://openalex.org/W3173087238,Yong Ge,"Scalability,Computer science,Global Positioning System,Track (disk drive),Mobile device,Data science,Database,Telecommunications,World Wide Web,Operating system"
The Effect of Network Structure on Preference Formation,https://openalex.org/W2581288209,"Samara Klar,Yotam Shmargad","Network structure,Preference,Network formation,Social network (sociolinguistics),Perspective (graphical),Random graph,Lattice (music),Opinion leadership,Social psychology,Computer science,Microeconomics,Psychology,Political science,Theoretical computer science,Public relations,Economics,Artificial intelligence,Social media,Physics,World Wide Web,Graph,Acoustics"
A genome-by-environment interaction classifier for precision medicine: personal transcriptome response to rhinovirus identifies children prone to asthma exacerbations,https://openalex.org/W2736783104,"Vincent Gardeux,Joanne Berghout,Ikbel Achour,A. Grant Schissler,Haiquan Li,Colleen Kenost,Jiànróng Lǐ,Yuan Shang,Donald Saner,Marilyn Halonen,Fernando D. Martínez,Yves A. Lussier","Transcriptome,Rhinovirus,Exacerbation,Precision medicine,Gene expression profiling,Medicine,Asthma exacerbations,Asthma,Disease,Gene expression,Computational biology,Bioinformatics,Gene,Biology,Immunology,Internal medicine,Genetics,Respiratory system,Pathology"
Lipidomic analysis for carbonyl species derived from fish oil using liquid chromatography–tandem mass spectrometry,https://openalex.org/W2594085093,Yue Niu,"Chemistry,Fish oil,Lipid peroxidation,Chromatography,Tandem mass spectrometry,Acrolein,Mass spectrometry,Oxidative stress,Biochemistry,Fish <Actinopterygii>,Fishery,Biology,Catalysis"
modSaRa: a computationally efficient R package for CNV identification,https://openalex.org/W2607989387,"Yue Niu,Ning Hao","Preprocessor,Computer science,Copy-number variation,R package,Identification (biology),Software package,Software,Computational complexity theory,Population,Algorithm,Artificial intelligence,Programming language,Biology,Genetics,Genome,Botany,Demography,Sociology,Gene"
Large meta-analysis of genome-wide association studies identifies five loci for lean body mass,https://openalex.org/W2734627099,Zhao Chen,"Lean body mass,Bioelectrical impedance analysis,Single-nucleotide polymorphism,Genome-wide association study,Biology,Genetic association,Body mass index,Genetics,Endocrinology,Body weight,Gene,Genotype"
Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis,https://openalex.org/W2567043302,Zhao Chen,"Locus (genetics),Biology,Genetics,Genome-wide association study,Linkage disequilibrium,Genetic association,Allelic heterogeneity,Allele,Haplotype,Gene,Single-nucleotide polymorphism,Genotype"
Erratum: Large meta-analysis of genome-wide association studies identifies five loci for lean body mass,https://openalex.org/W4239181720,Zhao Chen,"Genome-wide association study,Computational biology,Association (psychology),Biology,Lean body mass,Genetic association,Genetics,Bioinformatics,Gene,Genotype,Body weight,Psychology,Single-nucleotide polymorphism,Endocrinology,Psychotherapist"
"Genome-wide association study of habitual physical activity in over 277,000 UK Biobank participants identifies multiple variants including<i>CADM2</i>and<i>APOE</i>",https://openalex.org/W2746370003,"Yann C. Klimentidis,David A. Raichlen,Jennifer W. Bea,David O. Garcia,Lawrence J. Mandarino,Gene A. Alexander,Zhao Chen,Scott B. Going","Biobank,Genome-wide association study,Genetic association,Medicine,Genetics,Single-nucleotide polymorphism,Gene,Biology,Genotype"
ACUTE LIMB ISCHEMIA IN A PREVIOUSLY UNDIAGNOSED CASE OF MID-VENTRICULAR NON-OBSTRUCTIVE HYPERTROPHIC CARDIOMYOPATHY,https://openalex.org/W2595895041,"Imo Ebong,John D. Rozich,Madhan Shanmugasundaram,Zachary Taylor,Rajesh Janardhanan,Divya Kapoor","Medicine,Cardiology,Internal medicine,Hypertrophic cardiomyopathy,Obstructive cardiomyopathy,Ischemia"
Acute Limb Ischemia in a Previously Undiagnosed Case of Mid-Ventricular Non-Obstructive Hypertrophic Cardiomyopathy,https://openalex.org/W2758591278,"Imo Ebong,John D. Rozich,Madhan Shanmugasundaram,Zachary Taylor,Rajesh Janardhanan,Divya Kapoor","Medicine,Cardiology,Internal medicine,Thrombus,Hypertrophic cardiomyopathy,Aneurysm,Angiography,Stenosis,Radiology,Revascularization,Myocardial infarction"
Acute Limb Ischemia in a Previously Undiagnosed Case of Mid-Ventricular Non-Obstructive Hypertrophic Cardiomyopathy,https://openalex.org/W4245763436,"Imo Ebong,John D. Rozich,Madhan Shanmugasundaram,Zachary Taylor,Rajesh Janardhanan,Divya Kapoor","Medicine,Cardiology,Internal medicine,Obstructive cardiomyopathy,Hypertrophic cardiomyopathy,Ischemia"
Characterizing Drought Effects on Vegetation Productivity in the Four Corners Region of the US Southwest,https://openalex.org/W2804416353,"Kamel Didan,Stuart E. Marsh,Michael A. Crimmins,Armando Barreto Munoz","Vegetation (pathology),Normalized Difference Vegetation Index,Productivity,Physical geography,Navajo,Environmental science,Precipitation,Geography,Climate change,Ecology,Medicine,Linguistics,Philosophy,Macroeconomics,Pathology,Meteorology,Economics,Biology"
